"仓库(填写编号，例如001,002)",物流方式（填写名称，比如Fedex Ground）,国家简码,邮编起,邮编止,属性(填写数字：0普通 1偏远 2超级偏远),备注
004,MBB DEUPS,,IT_84062,,3,,
004,MBB DEUPS,,IT_84080,,3,,
004,MBB DEUPS,,IT_84086,,3,,
004,MBB DEUPS,,IT_84087,,3,,
004,MBB DEUPS,,IT_84088,,3,,
004,MBB DEUPS,,IT_84090,,3,,
004,MBB DEUPS,,IT_84095,,3,,
004,MBB DEUPS,,IT_84096,,3,,
004,MBB DEUPS,,IT_84098,,3,,
004,MBB DEUPS,,IT_84134,,3,,
004,MBB DEUPS,,IT_85010,,3,,
004,MBB DEUPS,,IT_85011,,3,,
004,MBB DEUPS,,IT_85012,,3,,
004,MBB DEUPS,,IT_85013,,3,,
004,MBB DEUPS,,IT_85014,,3,,
004,MBB DEUPS,,IT_85015,,3,,
004,MBB DEUPS,,IT_85016,,3,,
004,MBB DEUPS,,IT_85017,,3,,
004,MBB DEUPS,,IT_85018,,3,,
004,MBB DEUPS,,IT_8502,,3,,
004,MBB DEUPS,,IT_85030,,3,,
004,MBB DEUPS,,IT_85031,,3,,
004,MBB DEUPS,,IT_85032,,3,,
004,MBB DEUPS,,IT_85033,,3,,
004,MBB DEUPS,,IT_85034,,3,,
004,MBB DEUPS,,IT_85035,,3,,
004,MBB DEUPS,,IT_85036,,3,,
004,MBB DEUPS,,IT_85037,,3,,
004,MBB DEUPS,,IT_85038,,3,,
004,MBB DEUPS,,IT_85040,,3,,
004,MBB DEUPS,,IT_85042,,3,,
004,MBB DEUPS,,IT_85043,,3,,
004,MBB DEUPS,,IT_85044,,3,,
004,MBB DEUPS,,IT_85046,,3,,
004,MBB DEUPS,,IT_85048,,3,,
004,MBB DEUPS,,IT_85049,,3,,
004,MBB DEUPS,,IT_8505,,3,,
004,MBB DEUPS,,IT_8601,,3,,
004,MBB DEUPS,,IT_8602,,3,,
004,MBB DEUPS,,IT_86030,,3,,
004,MBB DEUPS,,IT_86031,,3,,
004,MBB DEUPS,,IT_86032,,3,,
004,MBB DEUPS,,IT_86033,,3,,
004,MBB DEUPS,,IT_86035,,3,,
004,MBB DEUPS,,IT_86036,,3,,
004,MBB DEUPS,,IT_86037,,3,,
004,MBB DEUPS,,IT_86038,,3,,
004,MBB DEUPS,,IT_8604,,3,,
004,MBB DEUPS,,IT_86070,,3,,
004,MBB DEUPS,,IT_86071,,3,,
004,MBB DEUPS,,IT_86072,,3,,
004,MBB DEUPS,,IT_86073,,3,,
004,MBB DEUPS,,IT_86074,,3,,
004,MBB DEUPS,,IT_86075,,3,,
004,MBB DEUPS,,IT_86077,,3,,
004,MBB DEUPS,,IT_86078,,3,,
004,MBB DEUPS,,IT_86079,,3,,
004,MBB DEUPS,,IT_8608,,3,,
004,MBB DEUPS,,IT_86090,,3,,
004,MBB DEUPS,,IT_86091,,3,,
004,MBB DEUPS,,IT_86092,,3,,
004,MBB DEUPS,,IT_86093,,3,,
004,MBB DEUPS,,IT_86094,,3,,
004,MBB DEUPS,,IT_86095,,3,,
004,MBB DEUPS,,IT_86096,,3,,
004,MBB DEUPS,,IT_86097,,3,,
004,MBB DEUPS,,IT_89853,,3,,
004,MBB DEUPS,,NL_1790,,3,,
004,MBB DEUPS,,NL_1791,,3,,
004,MBB DEUPS,,NL_1792,,3,,
004,MBB DEUPS,,NL_1793,,3,,
004,MBB DEUPS,,NL_1794,,3,,
004,MBB DEUPS,,NL_1795,,3,,
004,MBB DEUPS,,NL_1796,,3,,
004,MBB DEUPS,,NL_1797,,3,,
004,MBB DEUPS,,NL_450,,3,,
004,MBB DEUPS,,NL_451,,3,,
004,MBB DEUPS,,NL_452,,3,,
004,MBB DEUPS,,NL_453,,3,,
004,MBB DEUPS,,NL_454,,3,,
004,MBB DEUPS,,NL_455,,3,,
004,MBB DEUPS,,NL_456,,3,,
004,MBB DEUPS,,NL_457,,3,,
004,MBB DEUPS,,NL_458,,3,,
004,MBB DEUPS,,NL_888,,3,,
004,MBB DEUPS,,NL_889,,3,,
004,MBB DEUPS,,NL_9160,,3,,
004,MBB DEUPS,,NL_9161,,3,,
004,MBB DEUPS,,NL_9162,,3,,
004,MBB DEUPS,,NL_9163,,3,,
004,MBB DEUPS,,NL_9164,,3,,
004,MBB DEUPS,,NL_9165,,3,,
004,MBB DEUPS,,NL_9166,,3,,
004,MBB DEUPS,,PL_11131,,3,,
004,MBB DEUPS,,PL_11132,,3,,
004,MBB DEUPS,,PL_11210,,3,,
004,MBB DEUPS,,PL_11211,,3,,
004,MBB DEUPS,,PL_11212,,3,,
004,MBB DEUPS,,PL_11213,,3,,
004,MBB DEUPS,,PL_11408,,3,,
004,MBB DEUPS,,PL_11409,,3,,
004,MBB DEUPS,,PL_11410,,3,,
004,MBB DEUPS,,PL_11411,,3,,
004,MBB DEUPS,,PL_11412,,3,,
004,MBB DEUPS,,PL_11423,,3,,
004,MBB DEUPS,,PL_1143,,3,,
004,MBB DEUPS,,PL_11505,,3,,
004,MBB DEUPS,,PL_11506,,3,,
004,MBB DEUPS,,PL_11507,,3,,
004,MBB DEUPS,,PL_11508,,3,,
004,MBB DEUPS,,PL_11509,,3,,
004,MBB DEUPS,,PL_1151,,3,,
004,MBB DEUPS,,PL_11536,,3,,
004,MBB DEUPS,,PL_11603,,3,,
004,MBB DEUPS,,PL_11604,,3,,
004,MBB DEUPS,,PL_11605,,3,,
004,MBB DEUPS,,PL_11606,,3,,
004,MBB DEUPS,,PL_11607,,3,,
004,MBB DEUPS,,PL_11608,,3,,
004,MBB DEUPS,,PL_11609,,3,,
004,MBB DEUPS,,PL_11612,,3,,
004,MBB DEUPS,,PL_11613,,3,,
004,MBB DEUPS,,PL_11614,,3,,
004,MBB DEUPS,,PL_11615,,3,,
004,MBB DEUPS,,PL_11616,,3,,
004,MBB DEUPS,,PL_11617,,3,,
004,MBB DEUPS,,PL_11618,,3,,
004,MBB DEUPS,,PL_11619,,3,,
004,MBB DEUPS,,PL_1163,,3,,
004,MBB DEUPS,,PL_1164,,3,,
004,MBB DEUPS,,PL_1165,,3,,
004,MBB DEUPS,,PL_1166,,3,,
004,MBB DEUPS,,PL_1167,,3,,
004,MBB DEUPS,,PL_1168,,3,,
004,MBB DEUPS,,PL_1169,,3,,
004,MBB DEUPS,,PL_12205,,3,,
004,MBB DEUPS,,PL_12206,,3,,
004,MBB DEUPS,,PL_12207,,3,,
004,MBB DEUPS,,PL_12208,,3,,
004,MBB DEUPS,,PL_12209,,3,,
004,MBB DEUPS,,PL_1224,,3,,
004,MBB DEUPS,,PL_1225,,3,,
004,MBB DEUPS,,PL_1226,,3,,
004,MBB DEUPS,,PL_1227,,3,,
004,MBB DEUPS,,PL_1228,,3,,
004,MBB DEUPS,,PL_1229,,3,,
004,MBB DEUPS,,PL_14503,,3,,
004,MBB DEUPS,,PL_14504,,3,,
004,MBB DEUPS,,PL_14505,,3,,
004,MBB DEUPS,,PL_14506,,3,,
004,MBB DEUPS,,PL_14507,,3,,
004,MBB DEUPS,,PL_14508,,3,,
004,MBB DEUPS,,PL_14509,,3,,
004,MBB DEUPS,,PL_14510,,3,,
004,MBB DEUPS,,PL_14511,,3,,
004,MBB DEUPS,,PL_14512,,3,,
004,MBB DEUPS,,PL_14513,,3,,
004,MBB DEUPS,,PL_14514,,3,,
004,MBB DEUPS,,PL_14522,,3,,
004,MBB DEUPS,,PL_14523,,3,,
004,MBB DEUPS,,PL_14524,,3,,
004,MBB DEUPS,,PL_14525,,3,,
004,MBB DEUPS,,PL_14526,,3,,
004,MBB DEUPS,,PL_14527,,3,,
004,MBB DEUPS,,PL_14528,,3,,
004,MBB DEUPS,,PL_14531,,3,,
004,MBB DEUPS,,PL_16004,,3,,
004,MBB DEUPS,,PL_1604,,3,,
004,MBB DEUPS,,PL_16104,,3,,
004,MBB DEUPS,,PL_16105,,3,,
004,MBB DEUPS,,PL_16106,,3,,
004,MBB DEUPS,,PL_16107,,3,,
004,MBB DEUPS,,PL_16108,,3,,
004,MBB DEUPS,,PL_16109,,3,,
004,MBB DEUPS,,PL_1611,,3,,
004,MBB DEUPS,,PL_16120,,3,,
004,MBB DEUPS,,PL_16123,,3,,
004,MBB DEUPS,,PL_16124,,3,,
004,MBB DEUPS,,PL_16125,,3,,
004,MBB DEUPS,,PL_16126,,3,,
004,MBB DEUPS,,PL_16127,,3,,
004,MBB DEUPS,,PL_16128,,3,,
004,MBB DEUPS,,PL_16129,,3,,
004,MBB DEUPS,,PL_1613,,3,,
004,MBB DEUPS,,PL_1614,,3,,
004,MBB DEUPS,,PL_1615,,3,,
004,MBB DEUPS,,PL_1616,,3,,
004,MBB DEUPS,,PL_1617,,3,,
004,MBB DEUPS,,PL_1618,,3,,
004,MBB DEUPS,,PL_1619,,3,,
004,MBB DEUPS,,PL_162,,3,,
004,MBB DEUPS,,PL_16306,,3,,
004,MBB DEUPS,,PL_16307,,3,,
004,MBB DEUPS,,PL_16308,,3,,
004,MBB DEUPS,,PL_16309,,3,,
004,MBB DEUPS,,PL_1631,,3,,
004,MBB DEUPS,,PL_16326,,3,,
004,MBB DEUPS,,PL_16505,,3,,
004,MBB DEUPS,,PL_16506,,3,,
004,MBB DEUPS,,PL_16507,,3,,
004,MBB DEUPS,,PL_17111,,3,,
004,MBB DEUPS,,PL_17112,,3,,
004,MBB DEUPS,,PL_17113,,3,,
004,MBB DEUPS,,PL_17114,,3,,
004,MBB DEUPS,,PL_17115,,3,,
004,MBB DEUPS,,PL_17116,,3,,
004,MBB DEUPS,,PL_17117,,3,,
004,MBB DEUPS,,PL_17118,,3,,
004,MBB DEUPS,,PL_17119,,3,,
004,MBB DEUPS,,PL_17305,,3,,
004,MBB DEUPS,,PL_17306,,3,,
004,MBB DEUPS,,PL_17313,,3,,
004,MBB DEUPS,,PL_17314,,3,,
004,MBB DEUPS,,PL_17315,,3,,
004,MBB DEUPS,,PL_17316,,3,,
004,MBB DEUPS,,PL_17317,,3,,
004,MBB DEUPS,,PL_17318,,3,,
004,MBB DEUPS,,PL_17319,,3,,
004,MBB DEUPS,,PL_1732,,3,,
004,MBB DEUPS,,PL_1733,,3,,
004,MBB DEUPS,,PL_1734,,3,,
004,MBB DEUPS,,PL_1735,,3,,
004,MBB DEUPS,,PL_1736,,3,,
004,MBB DEUPS,,PL_1737,,3,,
004,MBB DEUPS,,PL_1738,,3,,
004,MBB DEUPS,,PL_1739,,3,,
004,MBB DEUPS,,PL_18231,,3,,
004,MBB DEUPS,,PL_19321,,3,,
004,MBB DEUPS,,PL_19322,,3,,
004,MBB DEUPS,,PL_19323,,3,,
004,MBB DEUPS,,PL_19324,,3,,
004,MBB DEUPS,,PL_19326,,3,,
004,MBB DEUPS,,PL_19327,,3,,
004,MBB DEUPS,,PL_19328,,3,,
004,MBB DEUPS,,PL_19329,,3,,
004,MBB DEUPS,,PL_19330,,3,,
004,MBB DEUPS,,PL_19331,,3,,
004,MBB DEUPS,,PL_19332,,3,,
004,MBB DEUPS,,PL_19412,,3,,
004,MBB DEUPS,,PL_19413,,3,,
004,MBB DEUPS,,PL_19414,,3,,
004,MBB DEUPS,,PL_19415,,3,,
004,MBB DEUPS,,PL_19416,,3,,
004,MBB DEUPS,,PL_19417,,3,,
004,MBB DEUPS,,PL_19418,,3,,
004,MBB DEUPS,,PL_19419,,3,,
004,MBB DEUPS,,PL_19420,,3,,
004,MBB DEUPS,,PL_19421,,3,,
004,MBB DEUPS,,PL_19506,,3,,
004,MBB DEUPS,,PL_19507,,3,,
004,MBB DEUPS,,PL_19508,,3,,
004,MBB DEUPS,,PL_19509,,3,,
004,MBB DEUPS,,PL_1951,,3,,
004,MBB DEUPS,,PL_1952,,3,,
004,MBB DEUPS,,PL_1953,,3,,
004,MBB DEUPS,,PL_1954,,3,,
004,MBB DEUPS,,PL_1955,,3,,
004,MBB DEUPS,,PL_1956,,3,,
004,MBB DEUPS,,PL_1957,,3,,
004,MBB DEUPS,,PL_1958,,3,,
004,MBB DEUPS,,PL_1959,,3,,
004,MBB DEUPS,,PL_21104,,3,,
004,MBB DEUPS,,PL_21105,,3,,
004,MBB DEUPS,,PL_21106,,3,,
004,MBB DEUPS,,PL_21202,,3,,
004,MBB DEUPS,,PL_21203,,3,,
004,MBB DEUPS,,PL_21204,,3,,
004,MBB DEUPS,,PL_21205,,3,,
004,MBB DEUPS,,PL_21206,,3,,
004,MBB DEUPS,,PL_21207,,3,,
004,MBB DEUPS,,PL_21208,,3,,
004,MBB DEUPS,,PL_21209,,3,,
004,MBB DEUPS,,PL_2121,,3,,
004,MBB DEUPS,,PL_2122,,3,,
004,MBB DEUPS,,PL_2123,,3,,
004,MBB DEUPS,,PL_2124,,3,,
004,MBB DEUPS,,PL_2125,,3,,
004,MBB DEUPS,,PL_2126,,3,,
004,MBB DEUPS,,PL_2127,,3,,
004,MBB DEUPS,,PL_2128,,3,,
004,MBB DEUPS,,PL_2129,,3,,
004,MBB DEUPS,,PL_21508,,3,,
004,MBB DEUPS,,PL_21509,,3,,
004,MBB DEUPS,,PL_21510,,3,,
004,MBB DEUPS,,PL_21515,,3,,
004,MBB DEUPS,,PL_21516,,3,,
004,MBB DEUPS,,PL_21517,,3,,
004,MBB DEUPS,,PL_21518,,3,,
004,MBB DEUPS,,PL_21519,,3,,
004,MBB DEUPS,,PL_2152,,3,,
004,MBB DEUPS,,PL_21530,,3,,
004,MBB DEUPS,,PL_21531,,3,,
004,MBB DEUPS,,PL_21532,,3,,
004,MBB DEUPS,,PL_21533,,3,,
004,MBB DEUPS,,PL_21534,,3,,
004,MBB DEUPS,,PL_21535,,3,,
004,MBB DEUPS,,PL_21580,,3,,
004,MBB DEUPS,,PL_22105,,3,,
004,MBB DEUPS,,PL_22106,,3,,
004,MBB DEUPS,,PL_22107,,3,,
004,MBB DEUPS,,PL_22108,,3,,
004,MBB DEUPS,,PL_22109,,3,,
004,MBB DEUPS,,PL_2211,,3,,
004,MBB DEUPS,,PL_2212,,3,,
004,MBB DEUPS,,PL_22135,,3,,
004,MBB DEUPS,,PL_22136,,3,,
004,MBB DEUPS,,PL_22137,,3,,
004,MBB DEUPS,,PL_22138,,3,,
004,MBB DEUPS,,PL_22139,,3,,
004,MBB DEUPS,,PL_2214,,3,,
004,MBB DEUPS,,PL_22151,,3,,
004,MBB DEUPS,,PL_22152,,3,,
004,MBB DEUPS,,PL_22153,,3,,
004,MBB DEUPS,,PL_22154,,3,,
004,MBB DEUPS,,PL_22155,,3,,
004,MBB DEUPS,,PL_22156,,3,,
004,MBB DEUPS,,PL_22157,,3,,
004,MBB DEUPS,,PL_22158,,3,,
004,MBB DEUPS,,PL_22159,,3,,
004,MBB DEUPS,,PL_2216,,3,,
004,MBB DEUPS,,PL_22176,,3,,
004,MBB DEUPS,,PL_22177,,3,,
004,MBB DEUPS,,PL_22178,,3,,
004,MBB DEUPS,,PL_22179,,3,,
004,MBB DEUPS,,PL_2218,,3,,
004,MBB DEUPS,,PL_2219,,3,,
004,MBB DEUPS,,PL_22202,,3,,
004,MBB DEUPS,,PL_22203,,3,,
004,MBB DEUPS,,PL_22204,,3,,
004,MBB DEUPS,,PL_22205,,3,,
004,MBB DEUPS,,PL_22206,,3,,
004,MBB DEUPS,,PL_22207,,3,,
004,MBB DEUPS,,PL_22208,,3,,
004,MBB DEUPS,,PL_22209,,3,,
004,MBB DEUPS,,PL_2221,,3,,
004,MBB DEUPS,,PL_2222,,3,,
004,MBB DEUPS,,PL_22230,,3,,
004,MBB DEUPS,,PL_22231,,3,,
004,MBB DEUPS,,PL_22233,,3,,
004,MBB DEUPS,,PL_22236,,3,,
004,MBB DEUPS,,PL_22237,,3,,
004,MBB DEUPS,,PL_22238,,3,,
004,MBB DEUPS,,PL_22239,,3,,
004,MBB DEUPS,,PL_2224,,3,,
004,MBB DEUPS,,PL_2225,,3,,
004,MBB DEUPS,,PL_2226,,3,,
004,MBB DEUPS,,PL_2227,,3,,
004,MBB DEUPS,,PL_2228,,3,,
004,MBB DEUPS,,PL_2229,,3,,
004,MBB DEUPS,,PL_22304,,3,,
004,MBB DEUPS,,PL_22305,,3,,
004,MBB DEUPS,,PL_22306,,3,,
004,MBB DEUPS,,PL_22307,,3,,
004,MBB DEUPS,,PL_22308,,3,,
004,MBB DEUPS,,PL_22309,,3,,
004,MBB DEUPS,,PL_22310,,3,,
004,MBB DEUPS,,PL_22311,,3,,
004,MBB DEUPS,,PL_22312,,3,,
004,MBB DEUPS,,PL_22313,,3,,
004,MBB DEUPS,,PL_22314,,3,,
004,MBB DEUPS,,PL_22411,,3,,
004,MBB DEUPS,,PL_22420,,3,,
004,MBB DEUPS,,PL_22421,,3,,
004,MBB DEUPS,,PL_22422,,3,,
004,MBB DEUPS,,PL_22425,,3,,
004,MBB DEUPS,,PL_22435,,3,,
004,MBB DEUPS,,PL_22436,,3,,
004,MBB DEUPS,,PL_22437,,3,,
004,MBB DEUPS,,PL_22438,,3,,
004,MBB DEUPS,,PL_22439,,3,,
004,MBB DEUPS,,PL_22440,,3,,
004,MBB DEUPS,,PL_22443,,3,,
004,MBB DEUPS,,PL_22456,,3,,
004,MBB DEUPS,,PL_22505,,3,,
004,MBB DEUPS,,PL_22506,,3,,
004,MBB DEUPS,,PL_22507,,3,,
004,MBB DEUPS,,PL_22508,,3,,
004,MBB DEUPS,,PL_22509,,3,,
004,MBB DEUPS,,PL_2251,,3,,
004,MBB DEUPS,,PL_2252,,3,,
004,MBB DEUPS,,PL_2253,,3,,
004,MBB DEUPS,,PL_2254,,3,,
004,MBB DEUPS,,PL_22557,,3,,
004,MBB DEUPS,,PL_22558,,3,,
004,MBB DEUPS,,PL_22559,,3,,
004,MBB DEUPS,,PL_22560,,3,,
004,MBB DEUPS,,PL_22561,,3,,
004,MBB DEUPS,,PL_22562,,3,,
004,MBB DEUPS,,PL_22563,,3,,
004,MBB DEUPS,,PL_22564,,3,,
004,MBB DEUPS,,PL_22604,,3,,
004,MBB DEUPS,,PL_22605,,3,,
004,MBB DEUPS,,PL_22606,,3,,
004,MBB DEUPS,,PL_22607,,3,,
004,MBB DEUPS,,PL_22608,,3,,
004,MBB DEUPS,,PL_22609,,3,,
004,MBB DEUPS,,PL_2261,,3,,
004,MBB DEUPS,,PL_2262,,3,,
004,MBB DEUPS,,PL_2263,,3,,
004,MBB DEUPS,,PL_2264,,3,,
004,MBB DEUPS,,PL_2265,,3,,
004,MBB DEUPS,,PL_2266,,3,,
004,MBB DEUPS,,PL_22674,,3,,
004,MBB DEUPS,,PL_22675,,3,,
004,MBB DEUPS,,PL_22676,,3,,
004,MBB DEUPS,,PL_22677,,3,,
004,MBB DEUPS,,PL_22678,,3,,
004,MBB DEUPS,,PL_22679,,3,,
004,MBB DEUPS,,PL_33384,,3,,
004,MBB DEUPS,,PL_33385,,3,,
004,MBB DEUPS,,PL_33387,,3,,
004,MBB DEUPS,,PL_33391,,3,,
004,MBB DEUPS,,PL_33392,,3,,
004,MBB DEUPS,,PL_34221,,3,,
004,MBB DEUPS,,PL_34222,,3,,
004,MBB DEUPS,,PL_34223,,3,,
004,MBB DEUPS,,PL_34224,,3,,
004,MBB DEUPS,,PL_34225,,3,,
004,MBB DEUPS,,PL_34226,,3,,
004,MBB DEUPS,,PL_34227,,3,,
004,MBB DEUPS,,PL_34228,,3,,
004,MBB DEUPS,,PL_34229,,3,,
004,MBB DEUPS,,PL_34230,,3,,
004,MBB DEUPS,,PL_34332,,3,,
004,MBB DEUPS,,PL_34333,,3,,
004,MBB DEUPS,,PL_34334,,3,,
004,MBB DEUPS,,PL_34335,,3,,
004,MBB DEUPS,,PL_34336,,3,,
004,MBB DEUPS,,PL_34337,,3,,
004,MBB DEUPS,,PL_34338,,3,,
004,MBB DEUPS,,PL_34339,,3,,
004,MBB DEUPS,,PL_3436,,3,,
004,MBB DEUPS,,PL_3437,,3,,
004,MBB DEUPS,,PL_34380,,3,,
004,MBB DEUPS,,PL_34383,,3,,
004,MBB DEUPS,,PL_34384,,3,,
004,MBB DEUPS,,PL_34385,,3,,
004,MBB DEUPS,,PL_34386,,3,,
004,MBB DEUPS,,PL_34387,,3,,
004,MBB DEUPS,,PL_34388,,3,,
004,MBB DEUPS,,PL_34389,,3,,
004,MBB DEUPS,,PL_3439,,3,,
004,MBB DEUPS,,PL_34405,,3,,
004,MBB DEUPS,,PL_34406,,3,,
004,MBB DEUPS,,PL_34407,,3,,
004,MBB DEUPS,,PL_34408,,3,,
004,MBB DEUPS,,PL_34431,,3,,
004,MBB DEUPS,,PL_34432,,3,,
004,MBB DEUPS,,PL_34433,,3,,
004,MBB DEUPS,,PL_34434,,3,,
004,MBB DEUPS,,PL_34435,,3,,
004,MBB DEUPS,,PL_34436,,3,,
004,MBB DEUPS,,PL_34437,,3,,
004,MBB DEUPS,,PL_34438,,3,,
004,MBB DEUPS,,PL_34439,,3,,
004,MBB DEUPS,,PL_3444,,3,,
004,MBB DEUPS,,PL_34452,,3,,
004,MBB DEUPS,,PL_34453,,3,,
004,MBB DEUPS,,PL_34454,,3,,
004,MBB DEUPS,,PL_34455,,3,,
004,MBB DEUPS,,PL_34456,,3,,
004,MBB DEUPS,,PL_34457,,3,,
004,MBB DEUPS,,PL_34458,,3,,
004,MBB DEUPS,,PL_34459,,3,,
004,MBB DEUPS,,PL_34461,,3,,
004,MBB DEUPS,,PL_34462,,3,,
004,MBB DEUPS,,PL_34463,,3,,
004,MBB DEUPS,,PL_34464,,3,,
004,MBB DEUPS,,PL_34465,,3,,
004,MBB DEUPS,,PL_34466,,3,,
004,MBB DEUPS,,PL_34467,,3,,
004,MBB DEUPS,,PL_34468,,3,,
004,MBB DEUPS,,PL_34469,,3,,
004,MBB DEUPS,,PL_3447,,3,,
004,MBB DEUPS,,PL_34482,,3,,
004,MBB DEUPS,,PL_34483,,3,,
004,MBB DEUPS,,PL_34484,,3,,
004,MBB DEUPS,,PL_34485,,3,,
004,MBB DEUPS,,PL_34486,,3,,
004,MBB DEUPS,,PL_34487,,3,,
004,MBB DEUPS,,PL_34488,,3,,
004,MBB DEUPS,,PL_34489,,3,,
004,MBB DEUPS,,PL_3449,,3,,
004,MBB DEUPS,,PL_34512,,3,,
004,MBB DEUPS,,PL_34513,,3,,
004,MBB DEUPS,,PL_34514,,3,,
004,MBB DEUPS,,PL_34515,,3,,
004,MBB DEUPS,,PL_34516,,3,,
004,MBB DEUPS,,PL_34517,,3,,
004,MBB DEUPS,,PL_34518,,3,,
004,MBB DEUPS,,PL_34519,,3,,
004,MBB DEUPS,,PL_34521,,3,,
004,MBB DEUPS,,PL_34522,,3,,
004,MBB DEUPS,,PL_34523,,3,,
004,MBB DEUPS,,PL_34524,,3,,
004,MBB DEUPS,,PL_34525,,3,,
004,MBB DEUPS,,PL_34526,,3,,
004,MBB DEUPS,,PL_34527,,3,,
004,MBB DEUPS,,PL_34528,,3,,
004,MBB DEUPS,,PL_34529,,3,,
004,MBB DEUPS,,PL_34531,,3,,
004,MBB DEUPS,,PL_34532,,3,,
004,MBB DEUPS,,PL_34533,,3,,
004,MBB DEUPS,,PL_34534,,3,,
004,MBB DEUPS,,PL_34535,,3,,
004,MBB DEUPS,,PL_34536,,3,,
004,MBB DEUPS,,PL_34537,,3,,
004,MBB DEUPS,,PL_34538,,3,,
004,MBB DEUPS,,PL_34539,,3,,
004,MBB DEUPS,,PL_3454,,3,,
004,MBB DEUPS,,PL_3455,,3,,
004,MBB DEUPS,,PL_3456,,3,,
004,MBB DEUPS,,PL_3457,,3,,
004,MBB DEUPS,,PL_3458,,3,,
004,MBB DEUPS,,PL_3459,,3,,
004,MBB DEUPS,,PL_34604,,3,,
004,MBB DEUPS,,PL_34605,,3,,
004,MBB DEUPS,,PL_34609,,3,,
004,MBB DEUPS,,PL_34610,,3,,
004,MBB DEUPS,,PL_34611,,3,,
004,MBB DEUPS,,PL_34612,,3,,
004,MBB DEUPS,,PL_34613,,3,,
004,MBB DEUPS,,PL_34614,,3,,
004,MBB DEUPS,,PL_34615,,3,,
004,MBB DEUPS,,PL_34731,,3,,
004,MBB DEUPS,,PL_34732,,3,,
004,MBB DEUPS,,PL_34733,,3,,
004,MBB DEUPS,,PL_34734,,3,,
004,MBB DEUPS,,PL_34735,,3,,
004,MBB DEUPS,,PL_34736,,3,,
004,MBB DEUPS,,PL_34737,,3,,
004,MBB DEUPS,,PL_34738,,3,,
004,MBB DEUPS,,PL_34739,,3,,
004,MBB DEUPS,,PL_34740,,3,,
004,MBB DEUPS,,PL_34787,,3,,
004,MBB DEUPS,,PL_3761,,3,,
004,MBB DEUPS,,PL_37620,,3,,
004,MBB DEUPS,,PL_37621,,3,,
004,MBB DEUPS,,PL_37622,,3,,
004,MBB DEUPS,,PL_37623,,3,,
004,MBB DEUPS,,PL_37624,,3,,
004,MBB DEUPS,,PL_37628,,3,,
004,MBB DEUPS,,PL_37629,,3,,
004,MBB DEUPS,,PL_38221,,3,,
004,MBB DEUPS,,PL_38224,,3,,
004,MBB DEUPS,,PL_38225,,3,,
004,MBB DEUPS,,PL_38226,,3,,
004,MBB DEUPS,,PL_38227,,3,,
004,MBB DEUPS,,PL_38228,,3,,
004,MBB DEUPS,,PL_38229,,3,,
004,MBB DEUPS,,PL_38231,,3,,
004,MBB DEUPS,,PL_38232,,3,,
004,MBB DEUPS,,PL_38233,,3,,
004,MBB DEUPS,,PL_38234,,3,,
004,MBB DEUPS,,PL_38235,,3,,
004,MBB DEUPS,,PL_38236,,3,,
004,MBB DEUPS,,PL_38237,,3,,
004,MBB DEUPS,,PL_38238,,3,,
004,MBB DEUPS,,PL_38239,,3,,
004,MBB DEUPS,,PL_38240,,3,,
004,MBB DEUPS,,PL_38309,,3,,
004,MBB DEUPS,,PL_38310,,3,,
004,MBB DEUPS,,PL_38313,,3,,
004,MBB DEUPS,,PL_38314,,3,,
004,MBB DEUPS,,PL_38315,,3,,
004,MBB DEUPS,,PL_38316,,3,,
004,MBB DEUPS,,PL_38453,,3,,
004,MBB DEUPS,,PL_38461,,3,,
004,MBB DEUPS,,PL_38517,,3,,
004,MBB DEUPS,,PL_38518,,3,,
004,MBB DEUPS,,PL_38519,,3,,
004,MBB DEUPS,,PL_38520,,3,,
004,MBB DEUPS,,PL_38531,,3,,
004,MBB DEUPS,,PL_38541,,3,,
004,MBB DEUPS,,PL_38542,,3,,
004,MBB DEUPS,,PL_38543,,3,,
004,MBB DEUPS,,PL_38544,,3,,
004,MBB DEUPS,,PL_38545,,3,,
004,MBB DEUPS,,PL_38546,,3,,
004,MBB DEUPS,,PL_38547,,3,,
004,MBB DEUPS,,PL_38548,,3,,
004,MBB DEUPS,,PL_38549,,3,,
004,MBB DEUPS,,PL_3855,,3,,
004,MBB DEUPS,,PL_3856,,3,,
004,MBB DEUPS,,PL_3857,,3,,
004,MBB DEUPS,,PL_3858,,3,,
004,MBB DEUPS,,PL_3859,,3,,
004,MBB DEUPS,,PL_38604,,3,,
004,MBB DEUPS,,PL_38605,,3,,
004,MBB DEUPS,,PL_38606,,3,,
004,MBB DEUPS,,PL_38607,,3,,
004,MBB DEUPS,,PL_38608,,3,,
004,MBB DEUPS,,PL_38609,,3,,
004,MBB DEUPS,,PL_3861,,3,,
004,MBB DEUPS,,PL_38620,,3,,
004,MBB DEUPS,,PL_38704,,3,,
004,MBB DEUPS,,PL_38705,,3,,
004,MBB DEUPS,,PL_38706,,3,,
004,MBB DEUPS,,PL_38707,,3,,
004,MBB DEUPS,,PL_38708,,3,,
004,MBB DEUPS,,PL_38709,,3,,
004,MBB DEUPS,,PL_38710,,3,,
004,MBB DEUPS,,PL_38713,,3,,
004,MBB DEUPS,,PL_38714,,3,,
004,MBB DEUPS,,PL_38715,,3,,
