"仓库(填写编号，例如001,002)",物流方式（填写名称，比如Fedex Ground）,国家简码,邮编起,邮编止,属性(填写数字：0普通 1偏远 2超级偏远),备注
004,MBB DEUPS,IT,22034,22034,3,
004,MBB DEUPS,IT,23030,23033,3,
004,MBB DEUPS,IT,23035,23035,3,
004,MBB DEUPS,IT,23038,23038,3,
004,MBB DEUPS,IT,23802,23806,3,
004,MBB DEUPS,IT,23811,23819,3,
004,MBB DEUPS,IT,24013,24013,3,
004,MBB DEUPS,IT,24017,24017,3,
004,MBB DEUPS,IT,24028,24028,3,
004,MBB DEUPS,IT,24037,24038,3,
004,MBB DEUPS,IT,25022,25023,3,
004,MBB DEUPS,IT,25042,25044,3,
004,MBB DEUPS,IT,25048,25048,3,
004,MBB DEUPS,IT,25051,25053,3,
004,MBB DEUPS,IT,25056,25056,3,
004,MBB DEUPS,IT,25059,25059,3,
004,MBB DEUPS,IT,25061,25061,3,
004,MBB DEUPS,IT,25072,25072,3,
004,MBB DEUPS,IT,25074,25074,3,
004,MBB DEUPS,IT,25083,25084,3,
004,MBB DEUPS,IT,25088,25088,3,
004,MBB DEUPS,IT,26018,26018,3,
004,MBB DEUPS,IT,26021,26021,3,
004,MBB DEUPS,IT,26024,26024,3,
004,MBB DEUPS,IT,26026,26026,3,
004,MBB DEUPS,IT,26031,26034,3,
004,MBB DEUPS,IT,26036,26038,3,
004,MBB DEUPS,IT,26042,26042,3,
004,MBB DEUPS,IT,26045,26049,3,
004,MBB DEUPS,IT,27014,27015,3,
004,MBB DEUPS,IT,27017,27018,3,
004,MBB DEUPS,IT,27027,27027,3,
004,MBB DEUPS,IT,27031,27033,3,
004,MBB DEUPS,IT,27037,27037,3,
004,MBB DEUPS,IT,27039,27039,3,
004,MBB DEUPS,IT,27041,27042,3,
004,MBB DEUPS,IT,27044,27048,3,
004,MBB DEUPS,IT,27059,27059,3,
004,MBB DEUPS,IT,28815,28819,3,
004,MBB DEUPS,IT,28824,28826,3,
004,MBB DEUPS,IT,28836,28836,3,
004,MBB DEUPS,IT,28839,28843,3,
004,MBB DEUPS,IT,28851,28854,3,
004,MBB DEUPS,IT,28856,28858,3,
004,MBB DEUPS,IT,28861,28864,3,
004,MBB DEUPS,IT,28866,28879,3,
004,MBB DEUPS,IT,28892,28897,3,
004,MBB DEUPS,IT,29013,29016,3,
004,MBB DEUPS,IT,29018,29019,3,
004,MBB DEUPS,IT,29021,29025,3,
004,MBB DEUPS,IT,30126,30126,3,
004,MBB DEUPS,IT,30142,30142,3,
004,MBB DEUPS,IT,32031,32031,3,
004,MBB DEUPS,IT,32041,32041,3,
004,MBB DEUPS,IT,32042,32042,3,
004,MBB DEUPS,IT,32044,32044,3,
004,MBB DEUPS,IT,32046,32046,3,
004,MBB DEUPS,IT,32047,32047,3,
004,MBB DEUPS,IT,33016,33016,3,
004,MBB DEUPS,IT,33021,33024,3,
004,MBB DEUPS,IT,33027,33027,3,
004,MBB DEUPS,IT,33051,33051,3,
004,MBB DEUPS,IT,33090,33090,3,
004,MBB DEUPS,IT,33094,33095,3,
004,MBB DEUPS,IT,36012,36012,3,
004,MBB DEUPS,IT,36032,36032,3,
004,MBB DEUPS,IT,36046,36046,3,
004,MBB DEUPS,IT,36052,36052,3,
004,MBB DEUPS,IT,36062,36062,3,
004,MBB DEUPS,IT,36076,36076,3,
004,MBB DEUPS,IT,37018,37018,3,
004,MBB DEUPS,IT,37028,37028,3,
004,MBB DEUPS,IT,37030,37030,3,
004,MBB DEUPS,IT,38018,38018,3,
004,MBB DEUPS,IT,38030,38030,3,
004,MBB DEUPS,IT,38035,38035,3,
004,MBB DEUPS,IT,38042,38042,3,
004,MBB DEUPS,IT,38045,38045,3,
004,MBB DEUPS,IT,38054,38055,3,
004,MBB DEUPS,IT,38057,38057,3,
004,MBB DEUPS,IT,38058,38058,3,
004,MBB DEUPS,IT,38063,38063,3,
004,MBB DEUPS,IT,38069,38069,3,
004,MBB DEUPS,IT,38070,38071,3,
004,MBB DEUPS,IT,38079,38079,3,
004,MBB DEUPS,IT,38089,38089,3,
004,MBB DEUPS,IT,39016,39016,3,
004,MBB DEUPS,IT,39020,39020,3,
004,MBB DEUPS,IT,39027,39027,3,
004,MBB DEUPS,IT,39029,39030,3,
004,MBB DEUPS,IT,39040,39041,3,
004,MBB DEUPS,IT,39050,39050,3,
004,MBB DEUPS,IT,39054,39054,3,
004,MBB DEUPS,IT,39056,39056,3,
004,MBB DEUPS,IT,39058,39059,3,
004,MBB DEUPS,IT,40020,40022,3,
004,MBB DEUPS,IT,40025,40025,3,
004,MBB DEUPS,IT,40030,40030,3,
004,MBB DEUPS,IT,40032,40032,3,
004,MBB DEUPS,IT,40034,40036,3,
004,MBB DEUPS,IT,40038,40038,3,
004,MBB DEUPS,IT,40040,40040,3,
004,MBB DEUPS,IT,40042,40042,3,
004,MBB DEUPS,IT,40045,40045,3,
004,MBB DEUPS,IT,40048,40048,3,
004,MBB DEUPS,IT,40060,40060,3,
004,MBB DEUPS,IT,40063,40063,3,
004,MBB DEUPS,IT,41020,41025,3,
004,MBB DEUPS,IT,41027,41027,3,
004,MBB DEUPS,IT,41028,41028,3,
004,MBB DEUPS,IT,41029,41029,3,
004,MBB DEUPS,IT,41035,41035,3,
004,MBB DEUPS,IT,41038,41038,3,
004,MBB DEUPS,IT,41040,41040,3,
004,MBB DEUPS,IT,41044,41047,3,
004,MBB DEUPS,IT,41055,41055,3,
004,MBB DEUPS,IT,41059,41059,3,
004,MBB DEUPS,IT,42032,42033,3,
004,MBB DEUPS,IT,42034,42035,3,
004,MBB DEUPS,IT,42036,42037,3,
004,MBB DEUPS,IT,42039,42039,3,
004,MBB DEUPS,IT,43020,43021,3,
004,MBB DEUPS,IT,43024,43025,3,
004,MBB DEUPS,IT,43028,43028,3,
004,MBB DEUPS,IT,43032,43032,3,
004,MBB DEUPS,IT,43041,43043,3,
004,MBB DEUPS,IT,43047,43047,3,
004,MBB DEUPS,IT,43050,43051,3,
004,MBB DEUPS,IT,43053,43053,3,
004,MBB DEUPS,IT,43057,43057,3,
004,MBB DEUPS,IT,44010,44010,3,
004,MBB DEUPS,IT,44017,44017,3,
004,MBB DEUPS,IT,44020,44020,3,
004,MBB DEUPS,IT,44026,44026,3,
004,MBB DEUPS,IT,46022,46022,3,
004,MBB DEUPS,IT,46028,46028,3,
004,MBB DEUPS,IT,47011,47013,3,
004,MBB DEUPS,IT,47016,47018,3,
004,MBB DEUPS,IT,47021,47021,3,
004,MBB DEUPS,IT,47025,47025,3,
004,MBB DEUPS,IT,47026,47028,3,
004,MBB DEUPS,IT,47824,47825,3,
004,MBB DEUPS,IT,47833,47837,3,
004,MBB DEUPS,IT,47890,47890,3,
004,MBB DEUPS,IT,47893,47894,3,
004,MBB DEUPS,IT,47896,47896,3,
004,MBB DEUPS,IT,47898,47898,3,
004,MBB DEUPS,IT,48013,48013,3,
004,MBB DEUPS,IT,48025,48025,3,
004,MBB DEUPS,IT,48028,48028,3,
004,MBB DEUPS,IT,50020,50020,3,
004,MBB DEUPS,IT,50022,50022,3,
004,MBB DEUPS,IT,50030,50030,3,
004,MBB DEUPS,IT,50033,50035,3,
004,MBB DEUPS,IT,50060,50060,3,
004,MBB DEUPS,IT,50066,50066,3,
004,MBB DEUPS,IT,51020,51020,3,
004,MBB DEUPS,IT,51022,51028,3,
004,MBB DEUPS,IT,52012,52018,3,
004,MBB DEUPS,IT,52021,52024,3,
004,MBB DEUPS,IT,52029,52036,3,
004,MBB DEUPS,IT,52038,52038,3,
004,MBB DEUPS,IT,52041,52043,3,
004,MBB DEUPS,IT,52045,52047,3,
004,MBB DEUPS,IT,53010,53010,3,
004,MBB DEUPS,IT,53023,53023,3,
004,MBB DEUPS,IT,53025,53025,3,
004,MBB DEUPS,IT,53030,53030,3,
004,MBB DEUPS,IT,53040,53041,3,
004,MBB DEUPS,IT,53047,53047,3,
004,MBB DEUPS,IT,54010,54030,3,
004,MBB DEUPS,IT,54035,54035,3,
004,MBB DEUPS,IT,55019,55022,3,
004,MBB DEUPS,IT,55024,55028,3,
004,MBB DEUPS,IT,55030,55031,3,
004,MBB DEUPS,IT,55033,55036,3,
004,MBB DEUPS,IT,55038,55038,3,
004,MBB DEUPS,IT,55050,55053,3,
004,MBB DEUPS,IT,55055,55057,3,
004,MBB DEUPS,IT,55060,55065,3,
004,MBB DEUPS,IT,55067,55068,3,
004,MBB DEUPS,IT,56032,56037,3,
004,MBB DEUPS,IT,56040,56041,3,
004,MBB DEUPS,IT,56045,56046,3,
004,MBB DEUPS,IT,56048,56048,3,
004,MBB DEUPS,IT,57027,57027,3,
004,MBB DEUPS,IT,57030,57039,3,
004,MBB DEUPS,IT,58010,58014,3,
004,MBB DEUPS,IT,58017,58018,3,
004,MBB DEUPS,IT,58020,58020,3,
004,MBB DEUPS,IT,58025,58030,3,
004,MBB DEUPS,IT,58032,58032,3,
004,MBB DEUPS,IT,58033,58033,3,
004,MBB DEUPS,IT,58034,58034,3,
004,MBB DEUPS,IT,58038,58038,3,
004,MBB DEUPS,IT,58040,58040,3,
004,MBB DEUPS,IT,58044,58044,3,
004,MBB DEUPS,IT,58050,58050,3,
004,MBB DEUPS,IT,58053,58055,3,
004,MBB DEUPS,IT,59022,59028,3,
004,MBB DEUPS,IT,60011,60011,3,
004,MBB DEUPS,IT,60013,60013,3,
004,MBB DEUPS,IT,60017,60018,3,
004,MBB DEUPS,IT,60029,60029,3,
004,MBB DEUPS,IT,60031,60034,3,
004,MBB DEUPS,IT,60038,60042,3,
004,MBB DEUPS,IT,60045,60046,3,
004,MBB DEUPS,IT,60049,60049,3,
004,MBB DEUPS,IT,61013,61014,3,
004,MBB DEUPS,IT,61016,61019,3,
004,MBB DEUPS,IT,61021,61021,3,
004,MBB DEUPS,IT,61023,61024,3,
004,MBB DEUPS,IT,61028,61028,3,
004,MBB DEUPS,IT,61037,61039,3,
004,MBB DEUPS,IT,61041,61044,3,
004,MBB DEUPS,IT,61045,61045,3,
004,MBB DEUPS,IT,61046,61047,3,
004,MBB DEUPS,IT,62018,62018,3,
004,MBB DEUPS,IT,62020,62020,3,
004,MBB DEUPS,IT,62021,62021,3,
004,MBB DEUPS,IT,62022,62022,3,
004,MBB DEUPS,IT,62025,62026,3,
004,MBB DEUPS,IT,62027,62027,3,
004,MBB DEUPS,IT,62034,62039,3,
004,MBB DEUPS,IT,63012,63012,3,
004,MBB DEUPS,IT,63020,63021,3,
004,MBB DEUPS,IT,63024,63032,3,
004,MBB DEUPS,IT,63034,63036,3,
004,MBB DEUPS,IT,63040,63041,3,
004,MBB DEUPS,IT,63043,63045,3,
004,MBB DEUPS,IT,63047,63049,3,
004,MBB DEUPS,IT,64012,64012,3,
004,MBB DEUPS,IT,64015,64015,3,
004,MBB DEUPS,IT,64017,64017,3,
004,MBB DEUPS,IT,64024,64024,3,
004,MBB DEUPS,IT,64030,64049,3,
004,MBB DEUPS,IT,65011,65012,3,
004,MBB DEUPS,IT,65014,65014,3,
004,MBB DEUPS,IT,65017,65017,3,
004,MBB DEUPS,IT,65019,65029,3,
004,MBB DEUPS,IT,66010,66012,3,
004,MBB DEUPS,IT,66014,66019,3,
004,MBB DEUPS,IT,66021,66022,3,
004,MBB DEUPS,IT,66030,66033,3,
004,MBB DEUPS,IT,66036,66038,3,
004,MBB DEUPS,IT,66040,66040,3,
004,MBB DEUPS,IT,66042,66047,3,
004,MBB DEUPS,IT,66050,66053,3,
004,MBB DEUPS,IT,67010,67038,3,
004,MBB DEUPS,IT,67040,67050,3,
004,MBB DEUPS,IT,67052,67069,3,
004,MBB DEUPS,IT,70011,70011,3,
004,MBB DEUPS,IT,70024,70024,3,
004,MBB DEUPS,IT,70034,70034,3,
004,MBB DEUPS,IT,70036,70036,3,
004,MBB DEUPS,IT,70038,70038,3,
004,MBB DEUPS,IT,70040,70041,3,
004,MBB DEUPS,IT,70046,70046,3,
004,MBB DEUPS,IT,70055,70055,3,
004,MBB DEUPS,IT,70058,70058,3,
004,MBB DEUPS,IT,71012,71015,3,
004,MBB DEUPS,IT,71017,71028,3,
004,MBB DEUPS,IT,71029,71029,3,
004,MBB DEUPS,IT,71030,71035,3,
004,MBB DEUPS,IT,71037,71041,3,
004,MBB DEUPS,IT,71046,71048,3,
004,MBB DEUPS,IT,72018,72018,3,
004,MBB DEUPS,IT,72020,72020,3,
004,MBB DEUPS,IT,72022,72022,3,
004,MBB DEUPS,IT,72024,72029,3,
004,MBB DEUPS,IT,73011,73012,3,
004,MBB DEUPS,IT,73015,73019,3,
004,MBB DEUPS,IT,73021,73023,3,
004,MBB DEUPS,IT,73025,73029,3,
004,MBB DEUPS,IT,73031,73038,3,
004,MBB DEUPS,IT,73041,73041,3,
004,MBB DEUPS,IT,73045,73045,3,
004,MBB DEUPS,IT,73047,73047,3,
004,MBB DEUPS,IT,73049,73054,3,
004,MBB DEUPS,IT,73055,73055,3,
004,MBB DEUPS,IT,73056,73056,3,
004,MBB DEUPS,IT,73057,73057,3,
004,MBB DEUPS,IT,73058,73059,3,
004,MBB DEUPS,IT,74010,74014,3,
004,MBB DEUPS,IT,74017,74019,3,
004,MBB DEUPS,IT,74021,74022,3,
004,MBB DEUPS,IT,74025,74025,3,
004,MBB DEUPS,IT,74026,74026,3,
004,MBB DEUPS,IT,74027,74028,3,
004,MBB DEUPS,IT,75010,75029,3,
004,MBB DEUPS,IT,80036,80036,3,
004,MBB DEUPS,IT,80074,80074,3,
004,MBB DEUPS,IT,80075,80075,3,
004,MBB DEUPS,IT,80079,80079,3,
004,MBB DEUPS,IT,81011,81011,3,
004,MBB DEUPS,IT,81013,81013,3,
004,MBB DEUPS,IT,81053,81053,3,
004,MBB DEUPS,IT,81056,81056,3,
004,MBB DEUPS,IT,81059,81059,3,
004,MBB DEUPS,IT,82010,82010,3,
004,MBB DEUPS,IT,82019,82019,3,
004,MBB DEUPS,IT,82020,82020,3,
004,MBB DEUPS,IT,82030,82030,3,
004,MBB DEUPS,IT,82032,82032,3,
004,MBB DEUPS,IT,82036,82036,3,
004,MBB DEUPS,IT,83023,83023,3,
004,MBB DEUPS,IT,83025,83025,3,
004,MBB DEUPS,IT,83035,83035,3,
004,MBB DEUPS,IT,83036,83036,3,
004,MBB DEUPS,IT,83037,83037,3,
004,MBB DEUPS,IT,83039,83039,3,
004,MBB DEUPS,IT,83040,83040,3,
004,MBB DEUPS,IT,83045,83045,3,
004,MBB DEUPS,IT,83047,83047,3,
004,MBB DEUPS,IT,83051,83051,3,
004,MBB DEUPS,IT,83054,83054,3,
004,MBB DEUPS,IT,84011,84011,3,
004,MBB DEUPS,IT,84020,84020,3,
004,MBB DEUPS,IT,84021,84021,3,
004,MBB DEUPS,IT,84030,84030,3,
004,MBB DEUPS,IT,84034,84034,3,
004,MBB DEUPS,IT,84040,84040,3,
004,MBB DEUPS,IT,84043,84043,3,
004,MBB DEUPS,IT,84044,84044,3,
004,MBB DEUPS,IT,84047,84047,3,
004,MBB DEUPS,IT,84048,84048,3,
004,MBB DEUPS,IT,84049,84049,3,
004,MBB DEUPS,IT,84050,84050,3,
004,MBB DEUPS,IT,84060,84060,3,
004,MBB DEUPS,IT,84062,84062,3,
004,MBB DEUPS,IT,84080,84080,3,
004,MBB DEUPS,IT,84086,84086,3,
004,MBB DEUPS,IT,84087,84088,3,
004,MBB DEUPS,IT,84090,84090,3,
004,MBB DEUPS,IT,84095,84096,3,
004,MBB DEUPS,IT,84098,84098,3,
004,MBB DEUPS,IT,84134,84134,3,
004,MBB DEUPS,IT,85010,85018,3,
004,MBB DEUPS,IT,85020,85038,3,
004,MBB DEUPS,IT,85040,85040,3,
004,MBB DEUPS,IT,85042,85044,3,
004,MBB DEUPS,IT,85046,85046,3,
004,MBB DEUPS,IT,85048,85059,3,
004,MBB DEUPS,IT,86010,86033,3,
004,MBB DEUPS,IT,86035,86038,3,
004,MBB DEUPS,IT,86040,86049,3,
004,MBB DEUPS,IT,86070,86075,3,
004,MBB DEUPS,IT,86077,86097,3,
004,MBB DEUPS,IT,89853,89853,3,
004,MBB DEUPS,NL,1790,1797,3,
004,MBB DEUPS,NL,4500,4589,3,
004,MBB DEUPS,NL,8880,8899,3,
004,MBB DEUPS,NL,9160,9166,3,
004,MBB DEUPS,PL,11131,11132,3,
004,MBB DEUPS,PL,11210,11213,3,
004,MBB DEUPS,PL,11408,11412,3,
004,MBB DEUPS,PL,11423,11423,3,
004,MBB DEUPS,PL,11430,11439,3,
004,MBB DEUPS,PL,11505,11519,3,
004,MBB DEUPS,PL,11536,11536,3,
004,MBB DEUPS,PL,11603,11609,3,
004,MBB DEUPS,PL,11612,11619,3,
004,MBB DEUPS,PL,11630,11699,3,
004,MBB DEUPS,PL,12205,12209,3,
004,MBB DEUPS,PL,12240,12299,3,
004,MBB DEUPS,PL,14503,14514,3,
004,MBB DEUPS,PL,14522,14528,3,
004,MBB DEUPS,PL,14531,14531,3,
004,MBB DEUPS,PL,16004,16004,3,
004,MBB DEUPS,PL,16040,16049,3,
004,MBB DEUPS,PL,16104,16120,3,
004,MBB DEUPS,PL,16123,16299,3,
004,MBB DEUPS,PL,16306,16319,3,
004,MBB DEUPS,PL,16326,16326,3,
004,MBB DEUPS,PL,16505,16507,3,
004,MBB DEUPS,PL,17111,17119,3,
004,MBB DEUPS,PL,17305,17306,3,
004,MBB DEUPS,PL,17313,17399,3,
004,MBB DEUPS,PL,18231,18231,3,
004,MBB DEUPS,PL,19321,19324,3,
004,MBB DEUPS,PL,19326,19332,3,
004,MBB DEUPS,PL,19412,19421,3,
004,MBB DEUPS,PL,19506,19599,3,
004,MBB DEUPS,PL,21104,21106,3,
004,MBB DEUPS,PL,21202,21299,3,
004,MBB DEUPS,PL,21508,21510,3,
004,MBB DEUPS,PL,21515,21535,3,
004,MBB DEUPS,PL,21580,21580,3,
004,MBB DEUPS,PL,22105,22129,3,
004,MBB DEUPS,PL,22135,22149,3,
004,MBB DEUPS,PL,22151,22169,3,
004,MBB DEUPS,PL,22176,22199,3,
004,MBB DEUPS,PL,22202,22231,3,
004,MBB DEUPS,PL,22233,22233,3,
004,MBB DEUPS,PL,22236,22299,3,
004,MBB DEUPS,PL,22304,22314,3,
004,MBB DEUPS,PL,22411,22411,3,
004,MBB DEUPS,PL,22420,22422,3,
004,MBB DEUPS,PL,22425,22425,3,
004,MBB DEUPS,PL,22435,22440,3,
004,MBB DEUPS,PL,22443,22443,3,
004,MBB DEUPS,PL,22456,22456,3,
004,MBB DEUPS,PL,22505,22549,3,
004,MBB DEUPS,PL,22557,22564,3,
004,MBB DEUPS,PL,22604,22669,3,
004,MBB DEUPS,PL,22674,22679,3,
004,MBB DEUPS,PL,33384,33385,3,
004,MBB DEUPS,PL,33387,33387,3,
004,MBB DEUPS,PL,33391,33392,3,
004,MBB DEUPS,PL,34221,34230,3,
004,MBB DEUPS,PL,34332,34339,3,
004,MBB DEUPS,PL,34360,34380,3,
004,MBB DEUPS,PL,34383,34399,3,
004,MBB DEUPS,PL,34405,34408,3,
004,MBB DEUPS,PL,34431,34449,3,
004,MBB DEUPS,PL,34452,34459,3,
004,MBB DEUPS,PL,34461,34479,3,
004,MBB DEUPS,PL,34482,34499,3,
004,MBB DEUPS,PL,34512,34519,3,
004,MBB DEUPS,PL,34521,34529,3,
004,MBB DEUPS,PL,34531,34599,3,
004,MBB DEUPS,PL,34604,34605,3,
004,MBB DEUPS,PL,34609,34615,3,
004,MBB DEUPS,PL,34731,34740,3,
004,MBB DEUPS,PL,34787,34787,3,
004,MBB DEUPS,PL,37610,37624,3,
004,MBB DEUPS,PL,37628,37629,3,
004,MBB DEUPS,PL,38221,38221,3,
004,MBB DEUPS,PL,38224,38229,3,
004,MBB DEUPS,PL,38231,38240,3,
004,MBB DEUPS,PL,38309,38310,3,
004,MBB DEUPS,PL,38313,38316,3,
004,MBB DEUPS,PL,38453,38453,3,
004,MBB DEUPS,PL,38461,38461,3,
004,MBB DEUPS,PL,38517,38520,3,
004,MBB DEUPS,PL,38531,38531,3,
004,MBB DEUPS,PL,38541,38599,3,
004,MBB DEUPS,PL,38604,38620,3,
004,MBB DEUPS,PL,38704,38710,3,
004,MBB DEUPS,PL,38713,38720,3,
004,MBB DEUPS,PL,72204,72207,3,
004,MBB DEUPS,PL,72306,72309,3,
004,MBB DEUPS,PL,72341,72349,3,
004,MBB DEUPS,PL,72401,72499,3,
004,MBB DEUPS,PL,73220,73235,3,
004,MBB DEUPS,PL,76012,76020,3,
004,MBB DEUPS,PL,77304,77309,3,
004,MBB DEUPS,PL,78411,78430,3,
004,MBB DEUPS,PL,78450,78459,3,
004,MBB DEUPS,PL,78512,78519,3,
004,MBB DEUPS,PL,78530,78549,3,
004,MBB DEUPS,PT,0000000,0999999,3,
004,MBB DEUPS,PT,5001000,5999999,3,
004,MBB DEUPS,PT,6441000,7999999,3,
004,MBB DEUPS,ES,01110,01169,3,
004,MBB DEUPS,ES,01171,01189,3,
004,MBB DEUPS,ES,01191,01194,3,
004,MBB DEUPS,ES,01196,01199,3,
004,MBB DEUPS,ES,01201,01212,3,
004,MBB DEUPS,ES,01215,01250,3,
004,MBB DEUPS,ES,01252,01299,3,
004,MBB DEUPS,ES,01301,01305,3,
004,MBB DEUPS,ES,01307,01310,3,
004,MBB DEUPS,ES,01314,01319,3,
004,MBB DEUPS,ES,01321,01340,3,
004,MBB DEUPS,ES,01420,01423,3,
004,MBB DEUPS,ES,01426,01428,3,
004,MBB DEUPS,ES,01430,01468,3,
004,MBB DEUPS,ES,01474,01478,3,
004,MBB DEUPS,ES,01511,01748,3,
004,MBB DEUPS,ES,01750,01999,3,
004,MBB DEUPS,ES,02100,02137,3,
004,MBB DEUPS,ES,02139,02179,3,
004,MBB DEUPS,ES,02181,02279,3,
004,MBB DEUPS,ES,02281,02360,3,
004,MBB DEUPS,ES,02409,02458,3,
004,MBB DEUPS,ES,02460,02460,3,
004,MBB DEUPS,ES,02463,02469,3,
004,MBB DEUPS,ES,02471,02481,3,
004,MBB DEUPS,ES,02490,02510,3,
004,MBB DEUPS,ES,02513,02533,3,
004,MBB DEUPS,ES,02610,02620,3,
004,MBB DEUPS,ES,02636,02639,3,
004,MBB DEUPS,ES,02650,02659,3,
004,MBB DEUPS,ES,02661,02999,3,
004,MBB DEUPS,ES,03108,03109,3,
004,MBB DEUPS,ES,03111,03112,3,
004,MBB DEUPS,ES,03115,03115,3,
004,MBB DEUPS,ES,03138,03139,3,
004,MBB DEUPS,ES,03149,03149,3,
004,MBB DEUPS,ES,03151,03157,3,
004,MBB DEUPS,ES,03159,03159,3,
004,MBB DEUPS,ES,03171,03176,3,
004,MBB DEUPS,ES,03178,03179,3,
004,MBB DEUPS,ES,03186,03188,3,
004,MBB DEUPS,ES,03292,03292,3,
004,MBB DEUPS,ES,03296,03296,3,
004,MBB DEUPS,ES,03310,03316,3,
004,MBB DEUPS,ES,03318,03319,3,
004,MBB DEUPS,ES,03341,03348,3,
004,MBB DEUPS,ES,03369,03390,3,
004,MBB DEUPS,ES,03408,03409,3,
004,MBB DEUPS,ES,03459,03469,3,
004,MBB DEUPS,ES,03511,03520,3,
004,MBB DEUPS,ES,03569,03569,3,
004,MBB DEUPS,ES,03578,03579,3,
004,MBB DEUPS,ES,03639,03639,3,
004,MBB DEUPS,ES,03649,03649,3,
004,MBB DEUPS,ES,03657,03659,3,
004,MBB DEUPS,ES,03668,03679,3,
004,MBB DEUPS,ES,03688,03689,3,
004,MBB DEUPS,ES,03699,03699,3,
004,MBB DEUPS,ES,03709,03709,3,
004,MBB DEUPS,ES,03724,03724,3,
004,MBB DEUPS,ES,03727,03729,3,
004,MBB DEUPS,ES,03737,03737,3,
004,MBB DEUPS,ES,03741,03749,3,
004,MBB DEUPS,ES,03751,03759,3,
004,MBB DEUPS,ES,03761,03779,3,
004,MBB DEUPS,ES,03786,03795,3,
004,MBB DEUPS,ES,03810,03817,3,
004,MBB DEUPS,ES,03819,03819,3,
004,MBB DEUPS,ES,03827,03828,3,
004,MBB DEUPS,ES,03837,03903,3,
004,MBB DEUPS,ES,03905,03999,3,
004,MBB DEUPS,ES,04110,04119,3,
004,MBB DEUPS,ES,04121,04129,3,
004,MBB DEUPS,ES,04131,04150,3,
004,MBB DEUPS,ES,04160,04191,3,
004,MBB DEUPS,ES,04193,04229,3,
004,MBB DEUPS,ES,04231,04239,3,
004,MBB DEUPS,ES,04241,04339,3,
004,MBB DEUPS,ES,04341,04409,3,
004,MBB DEUPS,ES,04411,04569,3,
004,MBB DEUPS,ES,04619,04619,3,
004,MBB DEUPS,ES,04621,04661,3,
004,MBB DEUPS,ES,04694,04694,3,
004,MBB DEUPS,ES,04710,04719,3,
004,MBB DEUPS,ES,04729,04730,3,
004,MBB DEUPS,ES,04741,04750,3,
004,MBB DEUPS,ES,04768,04768,3,
004,MBB DEUPS,ES,04778,04814,3,
004,MBB DEUPS,ES,04820,04866,3,
004,MBB DEUPS,ES,04868,04999,3,
004,MBB DEUPS,ES,05100,05120,3,
004,MBB DEUPS,ES,05122,05123,3,
004,MBB DEUPS,ES,05125,05143,3,
004,MBB DEUPS,ES,05145,05160,3,
004,MBB DEUPS,ES,05162,05199,3,
004,MBB DEUPS,ES,05201,05294,3,
004,MBB DEUPS,ES,05296,05296,3,
004,MBB DEUPS,ES,05298,05312,3,
004,MBB DEUPS,ES,05314,05329,3,
004,MBB DEUPS,ES,05331,05368,3,
004,MBB DEUPS,ES,05370,05377,3,
004,MBB DEUPS,ES,05380,05389,3,
004,MBB DEUPS,ES,05391,05410,3,
004,MBB DEUPS,ES,05412,05510,3,
004,MBB DEUPS,ES,05514,05569,3,
004,MBB DEUPS,ES,05571,05580,3,
004,MBB DEUPS,ES,05583,05589,3,
004,MBB DEUPS,ES,05591,05621,3,
004,MBB DEUPS,ES,05623,05697,3,
004,MBB DEUPS,ES,05699,05999,3,
004,MBB DEUPS,ES,06105,06197,3,
004,MBB DEUPS,ES,06207,06210,3,
004,MBB DEUPS,ES,06225,06293,3,
004,MBB DEUPS,ES,06310,06328,3,
004,MBB DEUPS,ES,06330,06394,3,
004,MBB DEUPS,ES,06410,06479,3,
004,MBB DEUPS,ES,06486,06613,3,
004,MBB DEUPS,ES,06615,06657,3,
004,MBB DEUPS,ES,06659,06687,3,
004,MBB DEUPS,ES,06689,06693,3,
004,MBB DEUPS,ES,06710,06717,3,
004,MBB DEUPS,ES,06719,06770,3,
004,MBB DEUPS,ES,06810,06928,3,
004,MBB DEUPS,ES,06930,06999,3,
004,MBB DEUPS,ES,07101,07110,3,
004,MBB DEUPS,ES,07140,07140,3,
004,MBB DEUPS,ES,07142,07179,3,
004,MBB DEUPS,ES,07182,07183,3,
004,MBB DEUPS,ES,07190,07196,3,
004,MBB DEUPS,ES,07208,07260,3,
004,MBB DEUPS,ES,07310,07319,3,
004,MBB DEUPS,ES,07349,07349,3,
004,MBB DEUPS,ES,07369,07399,3,
004,MBB DEUPS,ES,07401,07459,3,
004,MBB DEUPS,ES,07469,07470,3,
004,MBB DEUPS,ES,07509,07540,3,
004,MBB DEUPS,ES,07559,07599,3,
004,MBB DEUPS,ES,07629,07640,3,
004,MBB DEUPS,ES,07659,07689,3,
004,MBB DEUPS,ES,07691,07691,3,
004,MBB DEUPS,ES,07710,07713,3,
004,MBB DEUPS,ES,07720,07729,3,
004,MBB DEUPS,ES,07731,07750,3,
004,MBB DEUPS,ES,07810,07816,3,
004,MBB DEUPS,ES,07818,07819,3,
004,MBB DEUPS,ES,07828,07829,3,
004,MBB DEUPS,ES,07839,07839,3,
004,MBB DEUPS,ES,07849,07999,3,
004,MBB DEUPS,ES,08104,08104,3,
004,MBB DEUPS,ES,08106,08106,3,
